text,aspect,sentiment,confidence,probs,ref_sentiment,ref_check,perplexity,global_sentiment
"""Diversity, planty of opportunities, interesting tasks overloaded with work, need to work many weekends, not great weekend compensation""",['Global Sentiment'],['Neutral'],[0.92158442735672],"[array([0.01991726, 0.9215844 , 0.05849835], dtype=float32)]",['-100'],[''],1.0476658344268799,Neutral
Great benefits. Insurance and leave Large company and a lot of travel,['Global Sentiment'],['Positive'],[0.9068629145622253],"[array([0.00211799, 0.09101911, 0.9068629 ], dtype=float32)]",['-100'],[''],1.047616720199585,Positive
"""The openess of SAP. Environment for learning and sharing information that is hard to find in the consultant industry. On projects, work life balance is poor and your manager you are under will greatly determine your experience.""",['Global Sentiment'],['Neutral'],[0.926762044429779],"[array([0.00360083, 0.92676204, 0.06963708], dtype=float32)]",['-100'],[''],1.0476289987564087,Neutral
"""Can't think of many worth sharing Terrible, process-heavy company. Top-down hierarchy. Relying on customer's reluctance to switch away from legacy apps (similar to the mainframe computing)""",['Global Sentiment'],['Neutral'],[0.8524841666221619],"[array([0.13866866, 0.85248417, 0.0088472 ], dtype=float32)]",['-100'],[''],1.0476919412612915,Neutral
"""Culture, People, Challenging, Compensation, Opportunity Never enough time to get it all done.""",['Global Sentiment'],['Neutral'],[0.9147592782974243],"[array([0.0078616 , 0.9147593 , 0.07737916], dtype=float32)]",['-100'],[''],1.0476175546646118,Neutral
"""A good company that supports its employees with extensive training and learning options, sufficient input from management about structured job responsibilities for various projects. There are several people doing similar roles or job functions as you since management use them to speed up, weed out and cross-train employees for current and future projects including consulting work with outside clients.""",['Global Sentiment'],['Positive'],[0.7420125007629395],"[array([0.00140739, 0.2565801 , 0.7420125 ], dtype=float32)]",['-100'],[''],1.04770827293396,Positive
#NAME? Work life balance can be tough at times,['Global Sentiment'],['Neutral'],[0.975071132183075],"[array([0.01220615, 0.97507113, 0.01272272], dtype=float32)]",['-100'],[''],1.0476480722427368,Neutral
"""Good work life balance for sure, and a product that is central to business and can’t be changed by existing customers. Bad money for competent people and poor culture- ppl care more about networking than doing well""",['Global Sentiment'],['Neutral'],[0.6584515571594238],"[array([0.01906941, 0.65845156, 0.32247904], dtype=float32)]",['-100'],[''],1.047617793083191,Neutral
"""Love working for SAP, I have no regrets No problem or complaint as lot get resolved fast""",['Global Sentiment'],['Positive'],[0.6315264105796814],"[array([0.0025684 , 0.36590523, 0.6315264 ], dtype=float32)]",['-100'],[''],1.0477057695388794,Positive
a good place to work and has a great atmosphere It is hard to get in,['Global Sentiment'],['Positive'],[0.9531503915786743],"[array([0.00559342, 0.04125619, 0.9531504 ], dtype=float32)]",['-100'],[''],1.0475815534591675,Positive
Flexible Team and work and managers are quiet chill Less Salary as compared to competitors,['Global Sentiment'],['Neutral'],[0.7797554135322571],"[array([0.00972051, 0.7797554 , 0.21052405], dtype=float32)]",['-100'],[''],1.047632098197937,Neutral
"""Awesome coworkers and managers. Great benefits. Higher education tuition assistance. Pay is below average. What flexibility we had to work from home and contributed to our work life balance is now gone. 3 days in office mandatory, for no good reason. The team I work with is spread out globally.""",['Global Sentiment'],['Neutral'],[0.8708666563034058],"[array([0.00849008, 0.87086666, 0.12064328], dtype=float32)]",['-100'],[''],1.0476421117782593,Neutral
1. Great work life balance 2. Multiple kinds of opportunities- but you have to work for them 1. Slow and bureaucratic  2. Lacks a competitive atmosphere,['Global Sentiment'],['Positive'],[0.7984606027603149],"[array([0.02330341, 0.17823602, 0.7984606 ], dtype=float32)]",['-100'],[''],1.0476406812667847,Positive
"""collaborative and supportive environment good salary and bonus, 6% 401k match.  you get to work with people from across the globe work life balance internal promotion Honestly, there are none for me.""",['Global Sentiment'],['Neutral'],[0.7318117022514343],"[array([0.00249485, 0.7318117 , 0.26569343], dtype=float32)]",['-100'],[''],1.047702670097351,Neutral
"""Work-Life Balance, Paid Time Off, No Micro Managing Limited opportunity for advancement, pay is average""",['Global Sentiment'],['Neutral'],[0.9559722542762756],"[array([0.02552839, 0.95597225, 0.01849935], dtype=float32)]",['-100'],[''],1.0476254224777222,Neutral
"""Nice employee programs, opportunity to find alternative jobs/position within the company Too unstable and disorganized in management decisions""",['Global Sentiment'],['Neutral'],[0.8732756972312927],"[array([0.01200565, 0.8732757 , 0.11471865], dtype=float32)]",['-100'],[''],1.0476176738739014,Neutral
"""You could build a career around SAP whether technical or non-technical, either working for SAP or within its huge partner ecosystem. Big company, sometimes tricky to navigate.""",['Global Sentiment'],['Neutral'],[0.7711179256439209],"[array([0.00371671, 0.7711179 , 0.22516538], dtype=float32)]",['-100'],[''],1.0477324724197388,Neutral
Wonderful people and excellent learning platforms. Not that I came across.,['Global Sentiment'],['Positive'],[0.8417748808860779],"[array([0.00752587, 0.15069935, 0.8417749 ], dtype=float32)]",['-100'],[''],1.0476436614990234,Positive
"""#NAME? Not many, sometimes things feel a bit disorganized but management constantly tries to address and improve""",['Global Sentiment'],['Neutral'],[0.9337899684906006],"[array([0.05514251, 0.93378997, 0.01106748], dtype=float32)]",['-100'],[''],1.047638177871704,Neutral
Good Work life balance in SAP At times it becomes difficulat to work with multiple teams,['Global Sentiment'],['Positive'],[0.8341535329818726],"[array([0.016354  , 0.14949244, 0.83415353], dtype=float32)]",['-100'],[''],1.0475881099700928,Positive
"""Lots of flexibility to work from anywhere, several benefits and perks Career progression can be slow but you can do your best to climb by switching areas.""",['Global Sentiment'],['Neutral'],[0.75994873046875],"[array([0.00699968, 0.75994873, 0.23305163], dtype=float32)]",['-100'],[''],1.0476620197296143,Neutral
"""- huge product portfolio with a lot of good tools - huge organization with ample opportunity to shift roles - usually very social employer (exception lay-offs in Feb 2023 which was super poorly managed) - ok brand - horrible management in almost all departments --> too many people being managers without proper qualification but based on tenure or nepotism - no innovation power or corporate vision - very """"German"""" as the exec board consists of a few buddies playing soccer in the same hobby team - Hasso has become a burden vs an asset (which he was for so many years) - Ageism galore - questionable view on D&I - non-existing HR function (they are pure administrators) - most boring stock there is (attracting dividend shareholders, thus company does not take ANY risk or drives innovation) - poor compensation if you're not hired in the last 2 years""",['Global Sentiment'],['Neutral'],[0.5309273600578308],"[array([0.33576334, 0.53092736, 0.1333093 ], dtype=float32)]",['-100'],[''],1.0475112199783325,Neutral
"""Good benefits and healthcare options. Full of old technology, old business processes, and long tenure employees who are stuck in their ways. They play politics and do everything they can to push out people who bring in new ideas and business practices that could shake up the status quo. Cares ZERO about diversity. Diversity officers don't have any power or direct reports.""",['Global Sentiment'],['Neutral'],[0.7448967099189758],"[array([0.13313468, 0.7448967 , 0.12196859], dtype=float32)]",['-100'],[''],1.0476347208023071,Neutral
"""People-oriented, result-driven, careful, ability to make money and transform companies. German company on an american market, but overall ability to innovate is great.""",['Global Sentiment'],['Neutral'],[0.5945842266082764],"[array([0.0030326, 0.5945842, 0.4023832], dtype=float32)]",['-100'],[''],1.0476629734039307,Neutral
Benefits related to health and work life balance Recently the board is pushing everybody to return to office 3 days a week even when you don't have direct colleagues at your office - which is completely nonsense.,['Global Sentiment'],['Neutral'],[0.7889506816864014],"[array([0.0194069 , 0.7889507 , 0.19164246], dtype=float32)]",['-100'],[''],1.0474995374679565,Neutral
"""It was fine working here. Cons are this company does lots of layoffs, pay is not very competitive.""",['Global Sentiment'],['Neutral'],[0.881909191608429],"[array([0.0070076 , 0.8819092 , 0.11108326], dtype=float32)]",['-100'],[''],1.0476832389831543,Neutral
"""Good benefits, lots of learning opportunities They are now requiring office attendance, reneging on their pledge to be flexible""",['Global Sentiment'],['Neutral'],[0.8956068754196167],"[array([0.00532425, 0.8956069 , 0.09906882], dtype=float32)]",['-100'],[''],1.0476064682006836,Neutral
Very nice people with great benefit. 15 days PTO + 5 days personal days off. Hard to make large changes in the company due to the size and complexity,['Global Sentiment'],['Positive'],[0.9817950129508972],"[array([0.00578592, 0.01241902, 0.981795  ], dtype=float32)]",['-100'],[''],1.047560214996338,Positive
